,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
52844,2017-11-05,22:53:13,lindermonkey,"@AmericanAir just found out I have a weather delay, woulda taken one of the 2 earlier flights if you'd told me sooner! Be modern, use tech!",-0.4374,1.0,0.0,0.0,0.0,found weather delay woulda taken one earlier flights you would told sooner modern use tech,,1
52845,2017-11-05,22:52:58,ad1zzz,"@AmericanAir SO I HAVE 20 MINUTES TO GET OFF THE PLANE, TAKE A TRAIN TO THE NEXT GATE AND BOARD MY CONNECTION... IF I DONT IM STUCK IN DALLAS TIL 8 AM",-0.4084,1.0,0.0,0.0,0.0,minutes get plane take train next gate board connection do not i am stuck dallas til,,2
52846,2017-11-05,22:52:29,KFostPR,So @AmericanAir offers no club access on domestic first class? Even with a 3 hour delay #flydelta,-0.5809,1.0,0.0,0.0,0.0,offers club access domestic first class even hour delay #flydea,['#flydea'],1
52849,2017-11-05,22:50:47,ad1zzz,"@AmericanAir SECOND, IM MISSING MY CONNECTION FLIGHT BECAUSE GUESS WHAT... THEYRE ALWAYS DELAYED",-0.6774,1.0,0.0,0.0,0.0,second i am missing connection flight guess they are always delayed,,1
52851,2017-11-05,22:50:14,stupiho,@AmericanAir #4542 IAH-PHL flight atnd terrible in coach. Long flight w/bad attitude! If u dont want to b in cs role get another job!,-0.6002,1.0,0.0,0.0,0.0,#4542 iahphl flight atnd terrible coach long flight wbad attitude do not want cs role get another job,['#4542'],1
52853,2017-11-05,22:49:54,ad1zzz,LET ME TELL YOU ABOUT HOW SHITTY @AmericanAir IS.....,-0.6523,1.0,0.0,0.0,0.0,let tell shitty,,1
52856,2017-11-05,22:46:28,whataboutr0b,"@AmericanAir flight 4550 in tarmac for 4 hours and cancelled with no flights for tonight, no refunds, or help. Where’s customer service?",-0.4019,1.0,0.0,0.0,0.0,flight tarmac hours cancelled flights tonight refunds help where is customer service,,3
52858,2017-11-05,22:41:41,ray_foreman,@AmericanAir is not very good at keeping reservations or records. They have dropped 3 of my flights as I have been traveling. Refuse to fix,-0.589,1.0,0.0,0.0,0.0,good keeping reservations records dropped flights traveling refuse fix,,4
52859,2017-11-05,22:41:12,RojasIrvin,When it is just boarding time @AmericanAir cancels flight 2145. I was crazy about making it on time and they cancel flights only because they can. Totally disrespectful and irresponsible.,-0.8158,1.0,0.0,0.0,0.0,boarding time cancels flight crazy making time cancel flights totally disrespectful irresponsible,,1
52860,2017-11-05,22:40:27,davidisonfire,"@AmericanAir You make everyone after group 5 check their bags, this is the entire plane!!!! This is so stupid! Everyone is furious AA1170",-0.8816,1.0,0.0,0.0,0.0,make everyone group check bags entire plane stupid everyone furious aa1170,,2
52862,2017-11-05,22:39:41,moravec,"Hey, @AmericanAir — how long has it been since smoking was banned on flights? Why are you still flying these museums?",-0.5204,1.0,0.0,0.0,0.0,hey long since smoking banned flights still flying museums,,4
52870,2017-11-05,22:30:03,Gallen661,"@AmericanAir it took 23 hours to get my tools back. Torn up, dragged down the tarmac. Not cool the way my luggage was destroyed.",-0.4767,1.0,0.0,0.0,0.0,took hours get tools back torn dragged tarmac cool way luggage destroyed,,1
52874,2017-11-05,22:28:04,bpnrmn,@AmericanAir With Basic Economy tickets your seat can just be changed without explanation? Is the rude gate attendant service also part of that ticket?,-0.5204,1.0,0.0,0.0,0.0,basic economy tickets seat changed without explanation rude gate attendant service also part ticket,,2
52881,2017-11-05,22:24:41,Rokewood,Well @AmericanAir this is some of worst rebooking &amp; hotel chaos I have ever seen in 30yrs of international air travel. Hopeless in St Louis,-0.8658,1.0,0.0,0.0,0.0,well worst rebooking and hotel chaos ever seen international air travel hopeless st louis,,0
52889,2017-11-05,22:21:13,NikkiOCo5,10:45am flight. Plane delayed 30 min and I miss my connection. Supposedly rebooked Find out at 3:30 no more seats to PVD.  @AmericanAir,-0.5719,1.0,0.0,0.0,0.0,flight plane delayed min miss connection supposedly rebooked find seats pvd,,1
52892,2017-11-05,22:19:27,Dlite_,@AmericanAir and not i’m going to Vegas for no reason. This is why they are the worst airline in the country.,-0.743,1.0,0.0,0.0,0.0,i am going vegas reason worst airline country,,0
52895,2017-11-05,22:18:42,Catherine_Haro,"@bpnrmn @AmericanAir I got bumped to 1st Class last night , but it was a small plane so it was literally no different than the rest of the plane.",-0.4215,1.0,0.0,0.0,0.0,got bumped class last night small plane literally different rest plane,,1
52914,2017-11-05,22:03:11,CatGularte,@AmericanAir  horrible communication between boarding desk and flight attendant in plane. There's plenty of space for everyone's carry on,-0.5423,1.0,0.0,0.0,0.0,horrible communication boarding desk flight attendant plane there is plenty space everyones carry,,2
52916,2017-11-05,22:01:47,CatGularte,@AmericanAir mks us check our carryon  cus U hv no more room on overhead?There's plenty empty spaces.my 3 1/2 layover isgoing 2suck!,-0.5093,1.0,0.0,0.0,0.0,mks us check carry on cus hv room overheadtheres plenty empty spacesmy layover isgoing,,2
52918,2017-11-05,21:59:35,90wolverines,@AmericanAir pulled the switcheroo. Paid extra for premium seats... got to airport to find out AA switched us to bad seats #IHateAmericanAir,-0.5423,1.0,0.0,0.0,0.0,pulled switcheroo paid extra premium seats got airport find american airlines switched us bad seats #ihateamericanair,['#ihateamericanair'],3
52930,2017-11-05,21:52:33,jssaylor,"Delayed almost an hour (or as @AmericanAir would call it, “normal procedure”) waiting to get out of dreary DTW. Ughhhh",-0.5106,1.0,0.0,0.0,0.0,delayed almost hour would call normal procedure waiting get dreary dtw ughhhh,,1
52936,2017-11-05,21:44:15,KinzoBenzo,@AmericanAir stop supporting this organization until they stop their disgusting hatred and discriminative behavior.,-0.8442,1.0,0.0,0.0,0.0,stop supporting organization stop disgusting hatred discriminative behavior,,4
52937,2017-11-05,21:43:25,KinzoBenzo,@AmericanAir I’m so tired of hearing stories about nasty employees who lie and should work in caves not airlines or in planes.,-0.8096,1.0,0.0,0.0,0.0,i am tired hearing stories nasty employees lie work caves airlines planes,,3
52945,2017-11-05,21:37:45,ErikaNielsen19,@AmericanAir horrible customer service in Pensacola Shaun and Hassim should be fired 4 threatening me &amp; my son.... Disgusting &amp; inexcusable,-0.9313,1.0,0.0,0.0,0.0,horrible customer service pensacola shaun hassim fired threatening and son disgusting and inexcusable,,3
52946,2017-11-05,21:37:28,KinzoBenzo,"@AmericanAir why are your employees and staff so terrible, disrespectful and rude? Ppl will not tolerate your overly aggressive staff.",-0.822,1.0,0.0,0.0,0.0,employees staff terrible disrespectful rude ppl tolerate overly aggressive staff,,2
52951,2017-11-05,21:34:52,bpnrmn,"@AmericanAir And then because I was in the last boarding group, I was forced to check my bag at the gate meaning I’ll have to wait an hour at LGA for it.",-0.4588,1.0,0.0,0.0,0.0,last boarding group forced check bag gate meaning i will wait hour lga,,2
52952,2017-11-05,21:34:50,RenoPPC,@TamikaDMallory @AmericanAir Maybe you should listen to airline staff. Causing disruption will lead to your removal. Stop looking for attention and claiming racism....,-0.5719,1.0,0.0,0.0,0.0,maybe listen airline staff causing disruption lead removal stop looking attention claiming racism,,4
52955,2017-11-05,21:33:34,bpnrmn,@AmericanAir My seat was changed unexpectedly to a middle seat even though I booked aisle three weeks ago. Gate attendant was SO rude when I asked why.,-0.6157,1.0,0.0,0.0,0.0,seat changed unexpectedly middle seat even though booked aisle three weeks ago gate attendant rude asked,,2
52962,2017-11-05,21:27:43,dani_warburton,@AmericanAir This is ridiculous. We board in 7 minutes and nobody can tell us our seat number.. on an overbooked flight??,-0.4329,1.0,0.0,0.0,0.0,ridiculous board minutes nobody tell us seat number overbooked flight,,2
52963,2017-11-05,21:27:34,ErikaNielsen19,"@AmericanAir in Pensacola, way to go threatening a mom and her 7 month old with a police officer and K9 over a jogging stroller!",-0.5707,1.0,0.0,0.0,0.0,pensacola way go threatening mom month old police officer k9 jogging stroller,,2
52970,2017-11-05,21:21:26,Kevin1685,"@TheRealTBOZ So sorry you had to go through this!! @AmericanAir is very shitty I’ve only flown with them 1 time &amp; that was enough. Delta, jet blue, &amp; SW",-0.7244,1.0,0.0,0.0,0.0,sorry go shitty i have flown time and enough dea jet blue and sw,,1
52971,2017-11-05,21:20:51,hefavorsme10,@TheRealTBOZ This is someone who was trying to use what little power they have b/c they’re mad. @NAACP plz look into this with @AmericanAir,-0.4404,1.0,0.0,0.0,0.0,someone trying use little power bc they are mad plz look,,1
52973,2017-11-05,21:19:04,itsmalavan,@AmericanAir on fight now.. A worst customer service by your air hostess.. why am I a frequent flyer with AA? Very disappointed ,-0.8777,1.0,0.0,0.0,0.0,fight worst customer service air hostess frequent flyer american airlines disappointed,,3
52974,2017-11-05,21:18:56,spinachscully,@AmericanAir That's ridiculous!,-0.4199,1.0,0.0,0.0,0.0,thats ridiculous,,1
52978,2017-11-05,21:15:52,Nakeshia_W,"It was painfully obvious to me today @AmericanAir that inspite of my my status as a “professional” racism &amp; gender discrimination continue to pervade in the minds &amp; hearts of many ppl, systems &amp; institutions #Happened2MeOnAA #isupportnaacpAAboycott",-0.8176,1.0,0.0,0.0,0.0,painfully obvious today inspite status professional racism and gender discrimination continue pervade minds and hearts many ppl systems and institutions #happened2meonaa #isupportnaacpaaboycott,"['#happened2meonaa', '#isupportnaacpaaboycott']",4
52979,2017-11-05,21:15:42,mjsorci,@AmericanAir WTH? EP members sitting in coach can't hang their coat when there are plenty of hangars in 1st? Another reason why u r horrible,-0.8399,1.0,0.0,0.0,0.0,wth ep members sitting coach can not hang coat plenty hangars another reason horrible,,1
52980,2017-11-05,21:14:30,Chorkman,@AmericanAir Still sitting here. You think I’m upset for me?  There is a single mom behind me with a little one. She is the one struggling.,-0.6597,1.0,0.0,0.0,0.0,still sitting think i am upset single mom behind little one one struggling,,2
52985,2017-11-05,21:10:43,Deez_79,@AmericanAir delayed for 40 minutes and I'm going to miss my connection. Redeem yourself now and rebook me onto something please!!!!!,-0.5673,1.0,0.0,0.0,0.0,delayed minutes i am going miss connection redeem rebook onto something please,,1
52987,2017-11-05,21:10:08,adra21,@Allison @AmericanAir That sounds miserable. Ugh I’m sorry. :/,-0.8271,1.0,0.0,0.0,0.0,sounds miserable ugh i am sorry,,1
52993,2017-11-05,21:06:17,richmccrow,Sorry I'm frustrated? Pls apologize for the lack of quality control on yr aircraft and poor customer service @AmericanAir @bakersfieldnow,-0.8126,1.0,0.0,0.0,0.0,sorry i am frustrated please apologize lack quality control yr aircraft poor customer service,,3
52995,2017-11-05,21:05:52,danthecloser,@AmericanAir Where is voucher for my trouble???,-0.5007,1.0,0.0,0.0,0.0,voucher trouble,,1
52999,2017-11-05,21:04:45,danthecloser,@AmericanAir All the sorry’s don’t make a difference! How about actually telling the truth?!?!?! Or do you expect people to just believe your lies??,-0.7121,1.0,0.0,0.0,0.0,sorrys do not make difference actually telling truth expect people believe lies,,4
53005,2017-11-05,21:02:09,Chorkman,"@AmericanAir if you know there’s a mechanical problem or whatever, keep your fucking customers comfortable in the termal. Terrible. You suck",-0.6275,1.0,0.0,0.0,0.0,know there is mechanical problem whatever keep fucking customers comfortable termal terrible suck,,1
53008,2017-11-05,21:01:50,danthecloser,@AmericanAir No it was NOT #liars it was jet wash!!! Make up another #excuse ! @AmericanAir #lies,-0.5216,1.0,0.0,0.0,0.0,#liars jet wash make another #excuse #lies,"['#liars', '#excuse', '#lies']",4
53010,2017-11-05,21:01:35,SahilcdesaiC,With all these delays it would have been cheaper and quicker me to drive and bring them home.  Worst airline .@AmericanAir,-0.6249,1.0,0.0,0.0,0.0,delays would cheaper quicker drive bring home worst airline american air,,0
53011,2017-11-05,21:01:12,SociallyHowell,@NiaLovelis @AmericanAir At least its not united airlines. They'd drag you out of the airport ,-0.4993,1.0,0.0,0.0,0.0,least united airlines they would drag airport,,3
53017,2017-11-05,21:00:52,Chorkman,@AmericanAir why do you load a plane and have everyone just sit in a plane prison for hours?,-0.5106,1.0,0.0,0.0,0.0,load plane everyone sit plane prison hours,,1
53025,2017-11-05,20:59:14,Hellonheels1982,Never ever will I fly @AmericanAir again. Worst experience ever,-0.6249,1.0,0.0,0.0,0.0,never ever fly worst experience ever,,0
53026,2017-11-05,20:58:58,fwdale,@AmericanAir But 109 is today’s final flight to Honolulu. We need to get there tonight. Completely unacceptable that this is due to your missing pilot...,-0.6697,1.0,0.0,0.0,0.0,todays final flight honolulu need get tonight completely unacceptable due missing pilot,,2
53037,2017-11-05,20:53:40,SahilcdesaiC,".@AmericanAir Last night CMH-ORD delayed, today CMH-ORD delayed, &amp; ORD-MLI delayed! My parents were 2 arrive last night, now stuck in ORD ",-0.7177,1.0,0.0,0.0,0.0,american air last night cmhord delayed today cmhord delayed and ordmli delayed parents arrive last night stuck ord,,1
53038,2017-11-05,20:53:10,corifuuu,Thanks @AmericanAir for making my travels awful &amp; not even offering the drink tickets I desperately need from the anxiety you’ve caused!!!!!,-0.6776,1.0,0.0,0.0,0.0,thanks making travels awful and even offering drink tickets desperately need anxiety you have caused,,2
53040,2017-11-05,20:52:32,richmccrow,"@AmericanAir late flt out of Dallas, missed connection in Phoenix, 2 hr wait for contract hotel shuttle, now lost bags. Longest 24 hrs ever",-0.5423,1.0,0.0,0.0,0.0,late f dallas missed connection phoenix hr wait contract hotel shuttle lost bags longest hours ever,,1
53050,2017-11-05,20:46:53,Nakeshia_W,@TamikaDMallory @AmericanAir The blatant racism &amp; discrimination that I experienced today @sanjoseairport leaving an educational conference was unreal! Preferential treatment given to whites further exploits this systemic issue that apparently pervades the American Airline employee mentality,-0.7777,1.0,0.0,0.0,0.0,blatant racism and discrimination experienced today leaving educational conference unreal preferential treat the momentent given whites exploits systemic issue apparently pervades american airline employee mentality,,4
53051,2017-11-05,20:46:49,Allison,"@adra21 @AmericanAir I love American and hate flying anyone else, but this is bad.",-0.6705,1.0,0.0,0.0,0.0,love american hate flying anyone else bad,,1
53052,2017-11-05,20:45:41,Allison,"@adra21 @AmericanAir I appreciate not wanting to get sick  from their caterer, but they kinda should have figured it out. The upset crew makes it all worse",-0.8338,1.0,0.0,0.0,0.0,appreciate wanting get sick caterer kinda figured upset crew makes worse,,1
53057,2017-11-05,20:42:04,Johnson14Kevin,@AmericanAir is the absolute worst air service ever invented lost my business for the future #delta4life,-0.7506,1.0,0.0,0.0,0.0,absolute worst air service ever invented lost business futureea4life,,0
53069,2017-11-05,20:31:13,manuelfernandes,"@Adaliavd @AmericanAir @flyLAXairport That’s right, they cut it abruptly. Now in a dog fight @EtihadAirways @qatarairways with my direct route to #GOI, that they won’t consider.",-0.5719,1.0,0.0,0.0,0.0,thats right cut abruptly dog fight direct route #goi will not consider,['#goi'],4
53072,2017-11-05,20:29:37,ADifferentLetty,@AmericanAir I care that you are forced to endure this lame excuse for customer service because of where we live.,-0.4118,1.0,0.0,0.0,0.0,care forced endure lame excuse customer service live,,3
53074,2017-11-05,20:28:28,ADifferentLetty,@AmericanAir And now a lost bag. I don't care that your counter opens at 2. I care that NO ONE apologized for this inconvenience.,-0.8654,1.0,0.0,0.0,0.0,lost bag do not care counter opens care one apologized inconvenience,,2
53075,2017-11-05,20:27:48,Chrisallmeid,I’ve had the worst experience flying with @AmericanAir all weekend long... I’m just trying to get to work.,-0.6249,1.0,0.0,0.0,0.0,i have worst experience flying weekend long i am trying get work,,0
53081,2017-11-05,20:25:44,danthecloser,@AmericanAir Please stop lying about things @AmericanAir and just admit you suck.,-0.6597,1.0,0.0,0.0,0.0,please stop lying things admit suck,,1
53086,2017-11-05,20:23:06,ralvarezdiaz,"@AmericanAir Not enough, look at the rates you are charging us in Puerto Rico is ridiculous and unfair",-0.6808,1.0,0.0,0.0,0.0,enough look rates charging us puerto rico ridiculous unfair,,1
53097,2017-11-05,20:16:54,bugswamy,@AmericanAir Where’s customer service? Overall thoroughly disappointed with AA. I think I’ll just have to use other airlines.,-0.5256,1.0,0.0,0.0,0.0,where is customer service overall thoroughly disappointed american airlines think i will use airlines,,3
53098,2017-11-05,20:16:20,patrickcronen,"@AmericanAir And frankly, once you approve since you have all info you need, we can talk vouchers for your piss poor handling of a disabled customer",-0.7003,1.0,0.0,0.0,0.0,frankly approve since info need talk vouchers piss poor handling disabled customer,,3
53099,2017-11-05,20:16:04,cjbbarnett,🤦‍️ @AmericanAir having a computer generated voice to process the boarding process is unfriendly &amp; hard to understand. #BringBackAmerica,-0.4404,1.0,0.0,0.0,0.0,🤦️ computer generated voice process boarding process unfriendly and hard understand #bringbackamerica,['#bringbackamerica'],2
53100,2017-11-05,20:15:36,bugswamy,"@AmericanAir Have to keynote at 4:30 in DEN. Plead with gate K3 agent to let me gate check. With a nasty sneer she says, standby not allowed",-0.5574,1.0,0.0,0.0,0.0,keynote den plead gate k3 agent let gate check nasty sneer says standby allowed,,2
53102,2017-11-05,20:14:06,bugswamy,@AmericanAir really disappointed — even POed. Flt from DCA to ORD delayed. Connection AA1272 to DEN leaves early. Get on AA2279.,-0.6478,1.0,0.0,0.0,0.0,really disappointed even poed f dca ord delayed connection aa1272 den leaves early get aa2279,,1
53103,2017-11-05,20:13:25,ralvarezdiaz,"@AmericanAir Unacceptable, sensitivity is key",-0.4588,1.0,0.0,0.0,0.0,unacceptable sensitivity key,,2
53104,2017-11-05,20:13:20,adra21,@Allison @AmericanAir Holy shit.,-0.5574,1.0,0.0,0.0,0.0,holy shit,,3
53105,2017-11-05,20:13:13,ADifferentLetty,"@AmericanAir I am standing at your empty counter at Meadows Field in Bakersfield, CA looking for my lost luggage",-0.4767,1.0,0.0,0.0,0.0,standing empty counter meadows field bakersfield ca looking lost luggage,,2
53107,2017-11-05,20:12:52,MarcUSDownProd,@AmericanAir THERE ARE NO OUTLETS ...that is the issue!,-0.4981,1.0,0.0,0.0,0.0,outlets issue,,2
53110,2017-11-05,20:11:41,chelmh,@AmericanAir you need new staff. Especially at Miami airport. Disgustingly rude.,-0.7845,1.0,0.0,0.0,0.0,need new staff especially miami airport disgustingly rude,,2
53112,2017-11-05,20:10:14,KTtheDon,Now I️ remember why I️ stopped flying @americanair they are trash and I’ve had shitty customer ...,-0.6705,1.0,0.0,0.0,0.0,i️ remember i️ stopped flying trash i have shitty customer,,3
53114,2017-11-05,20:08:40,danthecloser,Literally just spoke to passengers that JUST landed in Vegas with NO turbulence issues @AmericanAir !!! #wasteoftime #AAsucks,-0.5871,1.0,0.0,0.0,0.0,literally spoke passengers landed vegas turbulence issues #wasteoftime #aasucks,"['#wasteoftime', '#aasucks']",4
53118,2017-11-05,20:07:10,pur_gabriel,@AmericanAir I’m very doubtful that you’ll do a 6 minute deplaning and turnaround.,-0.4005,1.0,0.0,0.0,0.0,i am doubtful you will minute deplaning turnaround,,1
53120,2017-11-05,20:06:53,Allison,"@adra21 @AmericanAir Another said that the was the worst flight experience in her career... we hadn’t even taken off. We had no water. No food, snacks...",-0.8176,1.0,0.0,0.0,0.0,another said worst flight experience career had not even taken water food snacks,,0
53128,2017-11-05,19:57:30,patrickcronen,@AmericanAir Belligerent about your own formwork and rude in your cust service. This is why I️ don’t fly you guys. Aren’t you an NAACP flight risk too-?,-0.6249,1.0,0.0,0.0,0.0,belligerent formwork rude customer service i️ do not fly guys are not naacp flight risk,,3
53135,2017-11-05,19:55:41,CedarPosts,@AmericanAir Total wait 45 mins That's 45 mins of anxiety and uncertainty because CLT doesn't post the baggage zone number until right before the drop.,-0.5994,1.0,0.0,0.0,0.0,total wait minutes thats minutes anxiety uncertainty c does not post baggage zone number right drop,,2
53137,2017-11-05,19:52:14,MarcUSDownProd,Again.... @AmericanAir first class with NO electrical outlets! The worst! How can we work?,-0.8233,1.0,0.0,0.0,0.0,first class electrical outlets worst work,,0
53138,2017-11-05,19:51:38,JemmaLizz,@laursadurrant @AmericanAir I'm still mad 1.5 years after they caused me to miss 3 days of my Irish vacation.  Grrr. I feel 4U.  AA claim #0458796207. My AA# 22C46M8.,-0.6369,1.0,0.0,0.0,0.0,i am still mad years caused miss days irish vacation grrr feel american airlines claim #0458796207 aa#,"['#0458796207', '#']",3
53146,2017-11-05,19:42:45,CedarPosts,@AmericanAir 42 mins standing around waiting is crazy and why no one checks their bags. Which makes the boarding battle insane,-0.836,1.0,0.0,0.0,0.0,minutes standing around waiting crazy one checks bags makes boarding battle insane,,2
53148,2017-11-05,19:41:40,gratefulkels,@AmericanAir @glaad I got bullied by your flight attendant this morning !!! you should be mortified. NO EXCUSES for that type of treatment to customers.,-0.8364,1.0,0.0,0.0,0.0,got bullied flight attendant morning mortified excuses type treat the momentent customers,,4
53154,2017-11-05,19:39:52,CedarPosts,@AmericanAir Hate to complain but how many Denver passengers checked bags to Charlotte a dozen? Can't be that hard? Even if you handle the transfers 1st.,-0.4617,1.0,0.0,0.0,0.0,hate complain many denver passengers checked bags charlotte dozen can not hard even handle transfers,,1
53157,2017-11-05,19:36:03,gratefulkels,@robcrosoli @AmericanAir waste of time is right !!!!! worst customer service EVER,-0.8429,1.0,0.0,0.0,0.0,waste time right worst customer service ever,,3
53163,2017-11-05,19:30:42,AtlantisCuracao,"@AmericanAir we’re flying tomorrow from Miam to Curacao, but we haven’t received a check in email. Should we be worried?",-0.4215,1.0,0.0,0.0,0.0,flying tomorrow miam curacao have not received check email worried,,2
53166,2017-11-05,19:27:59,patrickcronen,@ColumMcGuire @AmericanAir They’re every bit as ‘f you’ as people think when they think American. No wonder they drag folks off planes. Zero fucks given @AmericanAir,-0.7351,1.0,0.0,0.0,0.0,they are every bit f people think think american wonder drag folks planes zero fucks given,,4
53168,2017-11-05,19:27:53,dcsapper,@AmericanAir this is ridiculous. We have been here for 45 minutes waiting for our baggage from AA4233. No updates. App says my bag is here,-0.5719,1.0,0.0,0.0,0.0,ridiculous minutes waiting baggage aa4233 updates app says bag,,2
53177,2017-11-05,19:24:28,ghphx86,#Gold status w @AmericanAir means crap! called twice &amp;?twice have been disconnected without a call back. All I want is to change a flight!,-0.4374,1.0,0.0,0.0,0.0,#gold status means crap called twice andtwice disconnected without call back want change flight,['#gold'],1
53183,2017-11-05,19:15:39,robcrosoli,@AmericanAir Why? So you can make a few notes? It's a waste of time.,-0.4871,1.0,0.0,0.0,0.0,make notes waste time,,1
53184,2017-11-05,19:12:50,MPassick,@TSA @AskTSA @AmericanAir Absolutely HORRIFIC experience with TSA agent at MIA concourse D. Agent aggressive and rude #neverflyamerican,-0.9179,1.0,0.0,0.0,0.0,absolutely horrific experience tsa agent mia concourse agent aggressive rude #neverflyamerican,['#neverflyamerican'],2
53190,2017-11-05,19:07:05,jodydoestech,"@MSN_Airport @AmericanAir Already waited 20 minutes in line. @AmericanAir you gotta have more ppl working here so ur employees arnt stressed, combative &amp; aggressive.",-0.4588,1.0,0.0,0.0,0.0,already waited minutes line gotta ppl working your employees arnt stressed combative and aggressive,,2
53194,2017-11-05,19:02:15,MPassick,@TSA @AskTSA Absolutely horrible experience at @AmericanAir concourse D at MIA. Rude and aggressive agent screaming at passengers,-0.9174,1.0,0.0,0.0,0.0,absolutely horrible experience concourse mia rude aggressive agent screaming passengers,,2
53195,2017-11-05,19:01:48,alimotola,@AmericanAir is horrendous. Your staff is atrocious and treats your customers like dirt. @AskTSA,-0.5719,1.0,0.0,0.0,0.0,horrendous staff atrocious treats customers like dirt,,1
53200,2017-11-05,18:59:39,Kjerstieb,@AmericanAir So now I suffer.,-0.5829,1.0,0.0,0.0,0.0,suffer,,4
53211,2017-11-05,18:48:41,tylerdroberts,This @AmericanAir plane is quite possibly the worst plane I've been on in over a decade. Old and dirty.,-0.8055,1.0,0.0,0.0,0.0,plane quite possibly worst plane i have decade old dirty,,0
53214,2017-11-05,18:45:16,AviationMedia,@AmericanAir suspends use of LAX caterer after listeria found; no illnesses reported - KABC-TV :,-0.6597,1.0,0.0,0.0,0.0,suspends use lax caterer listeria found illnesses reported kabctv,,2
53215,2017-11-05,18:44:32,Niels_Malskaer,"@fabiolahrnndz @AmericanAir That's incredibly insensitive, always get such bad service with @AmericanAir",-0.6901,1.0,0.0,0.0,0.0,thats incredibly insensitive always get bad service,,3
53219,2017-11-05,18:42:09,gratefulkels,FUCK YOU @AmericanAir I WOULD ACTUALLY RATHER FLY @SpiritAirlines AFTER THAT LAST EXPERIENCE,-0.6408,1.0,0.0,0.0,0.0,fuck would actually rather fly last experience,,3
53221,2017-11-05,18:41:13,fabiolahrnndz,AA Employee says “I thought the deaf people had already boarded” after I mistakenly tried to board with the wrong group @AmericanAir Really?,-0.6486,1.0,0.0,0.0,0.0,american airlines employee says thought deaf people already boarded mistakenly tried board wrong group really,,3
53227,2017-11-05,18:34:57,CPAiGE908,Apparently @AmericanAir thinks it's ok to move you from row 15 to 35 without any warning or notification. Seriously the WORST AIRLINE.,-0.5101,1.0,0.0,0.0,0.0,apparently thinks ok move row without warning notification seriously worst airline,,0
53230,2017-11-05,18:31:47,gmmcmullen,@AmericanAir Does that mean after lunch break? Poor service to tell a line full of customers you are running to lunch &amp; will be back.,-0.4767,1.0,0.0,0.0,0.0,mean lunch break poor service tell line full customers running lunch and back,,3
53233,2017-11-05,18:29:36,Kjerstieb,@AmericanAir are you kidding me with your Basic Economy fare?  NO overhead bin access?  $17 extra for a MIDDLE SEAT???  This is insanity.  I refuse to fly @SpiritAirlines for this same nonsense.  Guess you're off the list now too.,-0.902,1.0,0.0,0.0,0.0,kidding basic economy fare overhead bin access extra middle seat insanity refuse fly nonsense guess you are list,,1
53242,2017-11-05,18:23:03,Bobbyted,@garyleff @AmericanAir Drink the water because OJ will kill you. #90sHumor,-0.6908,1.0,0.0,0.0,0.0,drink water oj kill #90shumor,['#90shumor'],1
53243,2017-11-05,18:21:16,PRKDMc,"Undortunately, I think @AmericanAir denies participation to sime Jews, women, African Americans and Puerto Ricans",-0.4215,1.0,0.0,0.0,0.0,undortunately think denies participation sime jews women african americans puerto ricans,,4
53250,2017-11-05,18:12:49,vivienelefay,@AmericanAir Help #PuertoRico #HurricaneMaria #victims Evacuate W/ #Pets! NO Ban on ANY #Animals! @ASPCA #maria #pet,-0.6616,1.0,0.0,0.0,0.0,help #puertorico #hurricanemaria #victims evacuate #pets ban #animals #maria #pet,"['#puertorico', '#hurricanemaria', '#victims', '#pets', '#animals', '#maria', '#pet']",4
53251,2017-11-05,18:12:29,BaldThoughts,.@AmericanAir flying from NAS. Forced to check bag due to drone. Charged $25 for bag. Have BOTH Citi &amp; Barclays cards &amp; wouldn't waive #help,-0.5859,1.0,0.0,0.0,0.0,american air flying nas forced check bag due drone charged bag citi and barclays cards and would not waive #help,['#help'],2
53253,2017-11-05,18:11:07,GarethJBond,flying a selection of @AmericanAir aircraft Jan &amp; trying the PE on last leg home sadly doesn't start till  15 Jan &amp; I fly out on 13 on AA735,-0.4215,1.0,0.0,0.0,0.0,flying selection aircraft january and trying pe last leg home sadly does not start till january and fly aa735,,1
53258,2017-11-05,18:07:32,monicaisliberal,"Hey @AmericanAir check your DMs I️m having problems with my flight out of BHM, no assigned seat, &amp; flight is oversold.",-0.5994,1.0,0.0,0.0,0.0,hey check dms i️m problems flight bhm assigned seat and flight oversold,,1
53260,2017-11-05,18:05:15,jhmazur,@AmericanAir The person at the o’hare security line near the L admirals club was terribly unpleasant and confrontational,-0.6597,1.0,0.0,0.0,0.0,person ohare security line near admirals club terribly unpleasant confrontational,,2
53261,2017-11-05,18:04:54,mandilina89,@AmericanAir I'm completely disappointed with this airline!!! I will not ever fly with them again! #PissedOff,-0.6768,1.0,0.0,0.0,0.0,i am completely disappointed airline ever fly #pissedoff,['#pissedoff'],0
53264,2017-11-05,18:03:12,melissa8313,@AmericanAir hey i tried to pay for miles but the site had an issue while I was checking in. Checked me in but no extra aadvantage miles.,-0.4588,1.0,0.0,0.0,0.0,hey tried pay miles site issue checking checked extra aadvantage miles,,2
